player,position,nfl_team,projected_points,pass_yd,pass_td,interception,rush_yd,rush_td,reception,rec_yd,rec_td,fumble_lost,two_pt
Jakobie Keeney-James,WR,GB,2.5,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0
D'Ernest Johnson,RB,NE,2.5,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Yurosek,TE,MIN,2.4,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0
David Moore,WR,CAR,2.2,0.0,0.0,0.0,12.0,0.0,1.0,5.0,0.0,0.0,0.0
Dylan Laube,RB,LV,2.2,0.0,0.0,0.0,9.0,0.0,3.0,18.0,0.0,1.0,0.0
Alex Bachman,WR,LV,2.2,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0
Joshua Dobbs,QB,NE,2.1,65.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Mallory,TE,IND,2.1,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0
DeeJay Dallas,RB,JAX,2.1,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
Sal Cannella,TE,CLE,2.1,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0
Tim Jones,WR,JAX,2.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0
Moliki Matavao,TE,NO,2.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0
Jacardia Wright,RB,SEA,2.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
Clayton Tune,QB,GB,1.98,42.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre Baccellia,WR,ARI,1.8,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0
Cooper Rush,QB,BAL,1.72,303.0,0.0,4.0,-4.0,0.0,0.0,0.0,0.0,1.0,0.0
Roschon Johnson,RB,CHI,1.7,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
Cam Grandy,TE,CIN,1.7,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0
Harrison Bryant,TE,HOU,1.7,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0
Ross Dwelley,TE,DET,1.7,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0
Anthony Richardson,QB,IND,1.66,9.0,0.0,0.0,-1.0,0.0,1.0,9.0,0.0,0.0,0.0
Patrick Ricard,RB,BAL,1.6,0.0,0.0,0.0,3.0,0.0,1.0,8.0,0.0,0.0,0.0
Anthony Gould,WR,IND,1.6,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0
Payne Durham,TE,TB,1.6,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0
Blake Whiteheart,TE,CLE,1.4,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0
Jalen Royals,WR,KC,1.4,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0
Zach Wilson,QB,MIA,1.38,32.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryce Oliver,WR,TEN,1.3,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0
Chris Manhertz,TE,NYG,1.2,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0
Pharaoh Brown,TE,ARI,1.1,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
Josh Williams,RB,TB,1.1,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob Saylors,RB,DET,1.1,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
Jared Wiley,TE,KC,0.9,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0
Jelani Woods,TE,NYJ,0.9,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0
Brandon Allen,QB,TEN,0.88,72.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carter Runyon,TE,LV,0.8,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0
Samori Toure,WR,NO,0.8,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0
Amar Johnson,RB,LAC,0.8,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Drake Dabney,TE,GB,0.8,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0
Kalel Mullings,RB,TEN,0.7,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Tonyan,TE,KC,0.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Myles Gaskin,RB,SEA,0.6,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Owen Wright,RB,TB,0.6,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Westover,TE,NE,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Derius Davis,WR,LAC,0.5,0.0,0.0,0.0,5.0,0.0,2.0,10.0,0.0,1.0,0.0
Sione Vaki,RB,DET,0.4,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig Reynolds,RB,DET,0.4,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Feleipe Franks,TE,ATL,0.4,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Kendall Milton,RB,CIN,0.2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Malik Cunningham,WR,DET,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Drew Lock,QB,SEA,0.1,15.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
