seed,player,position,base_value,team_marginal_value_noise_ratio,position_adjustment,scarcity_adjustment_NOTE,tier_adjustment,early_draft_adjustment,archetype_adjustment_tilt,is_star_candidate,star_reclamp_applied,final_highest_willingness,final_second_willingness,sale_price,winner,bidder_count,sale_price_divided_by_base_value,highest_willingness_divided_by_base_value,second_willingness_divided_by_base_value,stacked_premiums_flag
0,James Cook,RB,71.0,1.1041257905060513,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.0,1.0,False,False,177.5,162.22299414591723,74.80507195441173,Evan,10,1.054,1.104,2.285,False
0,Jacory Croskey-Merritt,RB,59.0,0.8715880482491909,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.1,1.5333333333333332,1.0,False,False,138.39867562749882,124.50238398899577,61.445558518040485,Ryan J,10,1.041,1.249,2.11,False
0,Deebo Samuel,WR,48.0,1.4133711337413928,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.0,1.0,False,False,105.25985176082372,102.28683505023267,60.73666383948896,Evan,11,1.265,1.413,2.131,False
0,Tony Pollard,RB,75.0,1.087174871861921,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.0,1.0,False,False,162.29436690692563,137.02731532995,60.88422222222223,Coby,11,0.812,1.087,1.827,False
0,DeVonta Smith,WR,71.0,0.9127538745385744,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.0,1.0,False,False,147.02530676825657,117.08454224681473,60.35033333333333,Coby,11,0.85,0.913,1.649,False
0,Rashee Rice,WR,72.0,1.077673529166467,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.511111111111111,1.0,False,False,130.76685568841953,125.92956207382909,58.51482708797197,Brad,11,0.813,0.826,1.749,False
0,JK Dobbins,RB,34.0,0.9306794114178482,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.1,1.5055555555555555,1.0,False,False,85.0,74.28095192711818,50.5,Ryan J,10,1.485,1.541,2.185,False
0,Bill Croskey-Merritt,RB,42.0,0.9974554683307456,1.3,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.25,1.5,1.0,True,True,102.1145035703601,85.27524154800106,49.48997774629043,CJ,11,1.178,2.431,2.03,True
0,Austin Ekeler,RB,31.0,1.0690529818739052,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.4944444444444445,1.0,False,False,46.65655555555556,46.54985222222223,46.65655555555556,Sam,9,1.505,1.505,1.502,False
0,DK Metcalf,WR,32.0,0.9627742513243058,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.488888888888889,1.0,False,False,45.870844329762484,40.385143333333346,41.385143333333346,Brad,9,1.293,1.433,1.262,False
0,Jonathon Brooks,RB,78.0,1.2733017044992485,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.0,1.0,False,False,130.9765766205369,123.02788984608425,42.60843333333334,Coby,9,0.546,1.273,1.577,False
0,Chuba Hubbard,RB,65.0,0.6452044140584539,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.0,1.0,False,False,107.85774528057065,100.12611482824133,40.467577777777784,Evan,9,0.623,0.645,1.54,False
0,Terry McLaurin,WR,57.0,0.9116114155200625,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.4722222222222223,1.0,False,False,122.23062654371637,75.82832324710584,37.32672222222223,Brad,9,0.655,0.655,1.33,False
1,Bhayshul Tuten,RB,95.0,1.0098112679039393,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.6,1.6,1.0,True,True,237.5,237.5,237.5,CJ,12,2.5,2.5,2.5,True
1,Jaylen Warren,RB,83.0,1.2560508168760587,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.2,1.5944444444444446,1.0,True,True,207.5,207.5,207.5,Reid,12,2.5,2.5,2.5,True
1,Jacory Croskey-Merritt,RB,59.0,0.9326697571609813,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.15,1.588888888888889,1.0,True,True,147.5,147.5,147.5,Travis,12,2.5,2.5,2.5,True
1,DJ Moore,WR,48.0,1.0077032421822503,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.3,1.5833333333333333,1.0,True,True,120.0,120.0,120.0,Evan,12,2.5,2.5,2.5,True
1,RJ Harvey,RB,71.0,1.7134113883352753,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.2,1.5777777777777777,1.0,True,True,177.5,177.5,177.5,Coby,12,2.5,2.5,2.5,True
1,James Cook,RB,71.0,0.9311435052365679,1.3,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.25,1.5722222222222222,1.0,True,True,177.5,177.5,177.5,Brad,12,2.5,2.5,2.5,True
1,Bill Croskey-Merritt,RB,42.0,0.9191672298113874,1.3,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.25,1.5666666666666667,1.0,True,True,105.0,105.0,97.5,Brandon,12,2.321,2.5,2.5,True
1,Bucky Irving,RB,102.0,1.3064157411238495,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.0,1.0,False,False,203.38549277042748,168.7586775911414,112.82050000000001,Ryan J,12,1.106,1.306,1.654,False
1,Josh Jacobs,RB,126.0,1.194109572159731,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.0,1.0,False,False,242.51559991291415,198.17994925859347,121.5,Sam,11,0.964,1.194,1.573,False
1,Jordan Mason,RB,63.0,0.9927501454380188,1.3,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.25,1.5499999999999998,1.0,True,True,157.5,134.61749999999998,90.308,Brad,12,1.433,2.5,2.137,True
1,Deebo Samuel,WR,48.0,1.2516471408802872,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.2,1.5444444444444443,1.0,True,True,120.0,120.0,80.5,Coby,12,1.677,2.5,2.5,True
1,Jaylen Waddle,WR,64.0,1.066667407733573,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.1,1.5388888888888888,1.0,False,False,160.0,115.232,80.5,James,11,1.258,1.335,1.8,False
1,Tony Pollard,RB,75.0,1.0290449272565731,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.0,1.0,False,False,139.9654270699319,97.95908985219457,70.552,Ryan J,12,0.941,1.029,1.306,False
1,Kenny Gainwell,RB,64.0,1.2958710780894687,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.0,1.0,False,False,116.94637683150225,95.46373640651021,69.61839250138557,Sam,12,1.088,1.296,1.492,False
1,Zach Charbonnet,RB,36.0,1.0592196691404487,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.3,1.5222222222222221,1.0,True,True,90.0,71.925,54.0,Evan,12,1.5,2.5,1.998,True
1,JK Dobbins,RB,34.0,1.059414838718084,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.5166666666666666,1.0,False,False,73.86373885964441,71.6625,54.37766666666667,Shane,11,1.599,1.607,2.108,False
1,Tee Higgins,WR,60.0,0.7288714562565227,1.3,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.25,1.511111111111111,1.0,True,True,127.44333333333334,104.43818015222412,62.51767366309463,Brandon,11,1.042,2.124,1.741,True
1,Jonathon Brooks,RB,78.0,1.0381582174776427,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.0,1.0,False,False,111.95213699910819,92.32836952016807,57.05255555555556,Ryan J,11,0.731,1.038,1.184,False
1,Rashee Rice,WR,72.0,0.8649487434952877,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.5,1.0,False,False,113.05876682715062,105.13239102959261,56.207499999999996,Shane,11,0.781,0.786,1.46,False
1,Davante Adams,WR,49.0,0.8768272553202872,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.4944444444444445,1.0,False,False,68.81464266761061,65.95295273954551,46.5,James,11,0.949,1.123,1.346,False
1,Josh Allen,QB,40.0,0.9773208536058456,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.488888888888889,1.0,True,True,59.34654661896598,58.625,44.564888888888895,Reid,11,1.114,1.466,1.466,False
1,Rachaad White,RB,59.0,1.0311270952526779,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.4833333333333334,1.0,False,False,94.10852184285865,54.34034366498015,44.31814333333334,Shane,10,0.751,0.751,0.921,False
1,DeVonta Smith,WR,71.0,1.040149194447367,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.4777777777777779,1.0,False,False,113.97118467956622,75.07820005589848,42.98284222222223,Jason,10,0.605,0.609,1.057,False
1,TJ Hockenson,TE,43.0,1.0107697548275567,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.4722222222222223,1.0,False,False,68.25658507476112,54.511303869280304,35.55348888888889,James,11,0.827,0.989,1.268,False
2,Jacory Croskey-Merritt,RB,59.0,0.8879322336834743,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.15,1.6,1.0,True,True,147.5,147.5,147.5,Evan,12,2.5,2.5,2.5,True
2,Bhayshul Tuten,RB,95.0,0.8314723434154578,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.6,1.5944444444444446,1.0,True,True,237.5,237.5,237.5,Travis,12,2.5,2.5,2.5,True
2,Jaylen Warren,RB,83.0,1.0153581886535958,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.3,1.588888888888889,1.0,True,True,207.5,207.5,207.5,CJ,11,2.5,2.5,2.5,True
2,James Cook,RB,71.0,1.167841903876216,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.15,1.5833333333333333,1.0,True,True,177.5,177.5,177.5,Ryan J,11,2.5,2.5,2.5,True
2,Josh Jacobs,RB,126.0,1.0841464972370143,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.5777777777777777,1.0,True,True,315.0,257.2093333333333,202.0,Reid,11,1.603,2.5,2.041,False
2,Rashee Rice,WR,72.0,0.9777764833645664,1.3,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.5722222222222222,1.0,True,True,180.0,125.98285677238152,79.0,Sam,11,1.097,2.5,1.75,False
2,Tony Pollard,RB,75.0,1.0416386535030178,1.3,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.5666666666666667,1.0,True,True,187.5,114.25051730972811,74.49105415731759,Jason,11,0.993,2.5,1.523,False
2,Jordan Mason,RB,63.0,1.0507887182206583,1.3,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.25,1.5611111111111111,1.0,True,True,157.5,132.28105291921705,71.0,Jason,12,1.127,2.5,2.1,True
2,Zach Charbonnet,RB,36.0,1.101162177986244,0.4,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.25,1.5555555555555556,1.0,True,True,90.0,90.0,59.44664108612723,Sam,11,1.651,1.867,2.5,True
2,DeVonta Smith,WR,71.0,0.9726199663640789,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.5499999999999998,1.0,False,False,117.17136552764987,92.77126967786664,64.48375,Shane,11,0.908,0.99,1.307,False
2,Bucky Irving,RB,102.0,1.1302690316817265,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.0,1.0,False,False,174.52082124977971,130.28933802075971,77.75844444444445,Coby,11,0.762,1.13,1.277,False
2,Tee Higgins,WR,60.0,1.0444584290307506,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.5388888888888888,1.0,False,False,126.96400919056232,117.16680747937089,61.60807227823198,James,11,1.027,1.066,1.953,False
2,Jonathon Brooks,RB,78.0,1.0716893948199484,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.0,1.0,False,False,133.93610395670532,127.37244104492248,77.76846059254413,Coby,9,0.997,1.072,1.633,False
2,Jaylen Waddle,WR,64.0,1.2583635094549444,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.0,1.0,False,False,123.4443719452693,115.82326754989991,72.17749211653957,Brandon,11,1.128,1.258,1.81,False
2,Kenny Gainwell,RB,64.0,1.0331501449483778,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.0,1.0,False,False,104.74915845143089,84.1393792093969,64.13584666666667,Coby,11,1.002,1.033,1.315,False
2,DJ Moore,WR,48.0,0.9540437991171196,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.5166666666666666,1.0,False,False,112.23805755663723,102.92099999999999,56.104746666666664,Brad,11,1.169,1.243,2.144,False
2,Chuba Hubbard,RB,65.0,0.9333314761441684,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.0,1.0,False,False,118.60517771403116,90.25945015065878,55.902897777777774,Brandon,10,0.86,0.933,1.389,False
2,JK Dobbins,RB,34.0,0.9812445366199904,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.3,1.5055555555555555,1.0,True,True,85.0,85.0,51.0,Reid,11,1.5,2.5,2.5,True
2,Rachaad White,RB,59.0,0.8925668039809347,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.4944444444444445,1.0,False,False,108.46501625187904,93.96378305586597,50.0,Shane,11,0.847,0.92,1.593,False
2,DK Metcalf,WR,32.0,1.0653055137337213,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.488888888888889,1.0,False,False,49.06573777777778,46.87915555555556,47.37441666666666,James,9,1.48,1.533,1.465,False
2,Austin Ekeler,RB,31.0,1.0758230455919018,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.4833333333333334,1.0,False,False,46.70423333333334,40.6227776205393,41.61050416666667,Brad,10,1.342,1.507,1.31,False
2,RJ Harvey,RB,71.0,1.108716474031164,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.0,1.0,False,False,147.28454568488834,117.99435157406957,49.92,Brandon,10,0.703,1.109,1.662,False
2,Deebo Samuel,WR,48.0,0.842717797297366,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.3,1.4722222222222223,1.0,True,True,97.32125,92.50039630060063,46.18440000000001,CJ,9,0.962,2.028,1.927,True
2,Aaron Jones Sr,RB,59.0,1.1781779962535475,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.0,1.0,False,False,84.49197882599582,83.79805349707254,44.02144000000001,Coby,9,0.746,1.178,1.42,False
3,RJ Harvey,RB,71.0,1.1759926283908253,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.3,1.6,1.0,True,True,177.5,177.5,177.5,Ryan J,12,2.5,2.5,2.5,True
3,Bhayshul Tuten,RB,95.0,0.8923594159899192,1.3,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.25,1.5944444444444446,1.0,True,True,237.5,237.5,237.5,Reid,12,2.5,2.5,2.5,True
3,Josh Jacobs,RB,126.0,0.9494771264385983,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.588888888888889,1.0,True,True,315.0,293.62666666666667,215.0,Travis,12,1.706,2.33,2.33,False
3,Jonathon Brooks,RB,78.0,0.9501960155248697,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.5833333333333333,1.0,True,True,195.0,195.0,177.0,Sam,11,2.269,2.5,2.5,False
3,Jaylen Waddle,WR,64.0,0.8664989042440617,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.3,1.5777777777777777,1.0,True,True,160.0,160.0,78.89173333333335,Brandon,11,1.233,2.5,2.5,True
3,Bucky Irving,RB,102.0,1.013727505492353,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.0,1.0,False,False,202.39498050083787,191.39902844016527,99.27355221008969,Shane,12,0.973,1.014,1.876,False
3,Jaylen Warren,RB,83.0,0.9794476950094207,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.3,1.5666666666666667,1.0,True,True,194.76309524404726,192.66663,94.592053388527,Brandon,12,1.14,2.321,2.321,True
3,James Cook,RB,71.0,1.160047496634297,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.0,1.0,False,False,177.5,165.68475522412737,77.5,Shane,12,1.092,1.16,2.334,False
3,Jacory Croskey-Merritt,RB,59.0,0.9047851310526203,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.1,1.5555555555555556,1.0,False,False,147.5,144.69,73.19555555555556,CJ,12,1.241,1.302,2.452,False
3,Rashee Rice,WR,72.0,1.2055108512000567,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.0,1.0,False,False,140.41939321899588,118.02089917574713,73.5,Coby,11,1.021,1.206,1.639,False
3,Jordan Mason,RB,63.0,1.1559026035463253,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.0,1.0,False,False,153.63832374992887,143.6565,72.8218640234185,Coby,11,1.156,1.156,2.28,False
3,DJ Moore,WR,48.0,1.0034163262067517,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.3,1.5388888888888888,1.0,True,True,120.0,118.57459815568126,64.5398888888889,Ryan J,11,1.345,2.5,2.47,True
3,Bill Croskey-Merritt,RB,42.0,0.9309430174625144,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.5333333333333332,1.0,False,False,105.0,91.54591596819498,58.847323618130794,Brad,10,1.401,1.427,2.18,False
3,Deebo Samuel,WR,48.0,1.0501915593666709,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.5277777777777777,1.0,False,False,117.96814474038105,107.59031516117712,55.0,James,11,1.146,1.323,2.241,False
3,Kenny Gainwell,RB,64.0,1.1279662411487703,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.0,1.0,False,False,136.9545414980216,113.93731097439783,52.57288888888889,Coby,11,0.821,1.128,1.78,False
3,Rachaad White,RB,59.0,1.0217375185548834,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.0,1.0,False,False,129.36017413252517,100.84706117727967,51.44133333333333,Shane,11,0.872,1.022,1.709,False
3,Tony Pollard,RB,75.0,1.1130345756264042,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.0,1.0,False,False,132.39402284408902,122.01874174060613,70.19644444444444,Shane,10,0.936,1.113,1.627,False
3,Chuba Hubbard,RB,65.0,0.9542283361333725,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.0,1.0,False,False,118.29505728147406,112.58869362311464,51.83420000000001,Coby,12,0.797,0.954,1.732,False
3,Austin Ekeler,RB,31.0,1.0631053494614529,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.1,1.5,1.0,False,False,51.612,49.134746942031,50.134746942031,Evan,10,1.617,1.665,1.585,False
3,Tee Higgins,WR,60.0,0.9693529159790955,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.1,1.4944444444444445,1.0,False,False,150.0,135.40013038911943,51.631777777777785,CJ,11,0.861,0.889,2.257,False
3,Aaron Jones Sr,RB,59.0,1.0676068870486262,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.488888888888889,1.0,False,False,104.79701490726967,90.98848729882883,47.305933333333336,James,10,0.802,0.855,1.542,False
3,DeVonta Smith,WR,71.0,1.072813829517165,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.4777777777777779,1.0,False,False,147.54549584607673,112.86544361548565,44.23977777777778,Brad,10,0.623,0.647,1.59,False
3,Davante Adams,WR,49.0,0.9965517845046568,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.4722222222222223,1.0,False,False,115.31049676267192,84.71814089383231,40.519999999999996,Jason,10,0.827,0.879,1.729,False
3,TJ Hockenson,TE,43.0,0.9463717571057016,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.0,1.4666666666666668,1.0,False,False,69.33967392161145,63.34351055617602,39.59456,James,10,0.921,0.93,1.473,False
4,Jaylen Waddle,WR,64.0,0.7920333455835891,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.2,1.6,1.0,True,True,160.0,160.0,160.0,Jason,12,2.5,2.5,2.5,True
4,Jordan Mason,RB,63.0,0.8774065706166531,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.2,1.5944444444444446,1.0,True,True,157.5,157.5,157.5,Brandon,12,2.5,2.5,2.5,True
4,Bhayshul Tuten,RB,95.0,0.9202177084833472,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.3,1.588888888888889,1.0,True,True,237.5,237.5,237.5,Reid,12,2.5,2.5,2.5,True
4,Bill Croskey-Merritt,RB,42.0,0.9052672121180203,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.2,1.5833333333333333,1.0,True,True,105.0,105.0,105.0,Evan,12,2.5,2.5,2.5,True
4,RJ Harvey,RB,71.0,1.0269550302577022,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.15,1.5777777777777777,1.0,True,True,177.5,177.5,177.5,Travis,12,2.5,2.5,2.5,True
4,JK Dobbins,RB,34.0,0.8682849900876677,1.0,no distinct scarcity signal exists in compute_willingness today -- position_fit_multiplier (position_targets) is the closest analog,1.6,1.5722222222222222,1.0,True,True,85.0,85.0,85.0,Brad,12,2.5,2.5,2.5,True
